9.934570193290710449e-01,2.271355316042900085e-02,7.589399814605712891e-02,0.000000000000000000e+00
9.851624369621276855e-01,7.937800884246826172e-02,1.498018652200698853e-01,0.000000000000000000e+00
9.897195100784301758e-01,1.087451539933681488e-02,1.052042841911315918e-01,0.000000000000000000e+00
9.745445847511291504e-01,2.333649992942810059e-02,1.900354772806167603e-01,0.000000000000000000e+00
9.851245880126953125e-01,1.755258068442344666e-02,2.498989105224609375e-01,0.000000000000000000e+00
9.844354987144470215e-01,2.466561086475849152e-02,2.764743268489837646e-01,0.000000000000000000e+00
9.919674992561340332e-01,2.500662580132484436e-02,1.009458005428314209e-01,2.053454518318176270e-03
9.895201921463012695e-01,2.373492904007434845e-02,9.791000187397003174e-02,0.000000000000000000e+00
9.832054972648620605e-01,4.709384590387344360e-02,1.249106079339981079e-01,0.000000000000000000e+00
9.681343436241149902e-01,1.342162117362022400e-02,2.524662315845489502e-01,0.000000000000000000e+00
9.878294467926025391e-01,9.940575808286666870e-03,1.662373244762420654e-01,0.000000000000000000e+00
9.913378953933715820e-01,1.869981549680233002e-02,1.051477342844009399e-01,1.623857766389846802e-03
9.862273335456848145e-01,1.268078014254570007e-02,1.609279215335845947e-01,0.000000000000000000e+00
9.902347326278686523e-01,9.838357567787170410e-03,2.188457697629928589e-01,0.000000000000000000e+00
9.779210686683654785e-01,2.336473390460014343e-02,1.531120538711547852e-01,0.000000000000000000e+00
9.900963306427001953e-01,9.104598313570022583e-03,1.185098141431808472e-01,9.671041741967201233e-03
9.882841110229492188e-01,4.081268236041069031e-02,1.254282742738723755e-01,0.000000000000000000e+00
9.670853018760681152e-01,4.345032572746276855e-02,1.797989606857299805e-01,0.000000000000000000e+00
9.879683256149291992e-01,1.701049879193305969e-02,1.435372382402420044e-01,4.157243296504020691e-03
9.859944581985473633e-01,1.190621778368949890e-02,1.737878620624542236e-01,0.000000000000000000e+00
9.928352236747741699e-01,3.057025186717510223e-02,9.771358966827392578e-02,0.000000000000000000e+00
9.952818751335144043e-01,1.625045761466026306e-02,1.497771888971328735e-01,3.443388268351554871e-03
9.854946136474609375e-01,3.524810075759887695e-03,1.574857681989669800e-01,7.545704022049903870e-03
9.687688350677490234e-01,3.833210840821266174e-02,1.299763917922973633e-01,0.000000000000000000e+00
9.915470480918884277e-01,1.200824882835149765e-02,1.986275315284729004e-01,0.000000000000000000e+00
9.826442599296569824e-01,1.960945129394531250e-02,1.295146793127059937e-01,7.543303072452545166e-04
9.932831525802612305e-01,2.514609321951866150e-02,9.425629675388336182e-02,5.984278395771980286e-03
9.904981255531311035e-01,1.130807772278785706e-02,1.548572480678558350e-01,0.000000000000000000e+00
9.874143004417419434e-01,4.700235277414321899e-02,1.873169541358947754e-01,0.000000000000000000e+00
9.946454763412475586e-01,3.624354302883148193e-02,9.940219670534133911e-02,0.000000000000000000e+00
9.895048141479492188e-01,2.147721312940120697e-02,8.099785447120666504e-02,7.050726562738418579e-04
9.825655221939086914e-01,1.877034083008766174e-02,1.502663493156433105e-01,2.163033932447433472e-03
9.909701347351074219e-01,4.326672852039337158e-02,1.037660613656044006e-01,4.570931196212768555e-05
9.759268760681152344e-01,8.848994970321655273e-03,1.877562552690505981e-01,0.000000000000000000e+00
9.897805452346801758e-01,1.426987722516059875e-02,9.527178108692169189e-02,3.116572275757789612e-03
9.844782352447509766e-01,5.451517179608345032e-03,1.126300022006034851e-01,5.580279976129531860e-04
9.857864379882812500e-01,4.167781397700309753e-02,1.256331950426101685e-01,0.000000000000000000e+00
9.765821099281311035e-01,6.246595829725265503e-02,2.157577723264694214e-01,0.000000000000000000e+00
9.722610712051391602e-01,4.037157818675041199e-02,2.179029136896133423e-01,0.000000000000000000e+00
9.864326119422912598e-01,3.030420094728469849e-02,1.341932415962219238e-01,5.263868719339370728e-03
9.933350086212158203e-01,1.847245171666145325e-02,1.321259140968322754e-01,0.000000000000000000e+00
9.722263216972351074e-01,1.606429368257522583e-02,2.273795604705810547e-01,7.056605070829391479e-03
9.914953708648681641e-01,9.476229548454284668e-03,2.340712249279022217e-01,6.211148574948310852e-04
9.960075616836547852e-01,1.432341709733009338e-02,1.106048524379730225e-01,0.000000000000000000e+00
9.851615428924560547e-01,3.077783435583114624e-02,2.383013963699340820e-01,3.135649487376213074e-03
9.842450022697448730e-01,1.382058858871459961e-02,1.438677906990051270e-01,0.000000000000000000e+00
9.913259148597717285e-01,1.638593152165412903e-02,1.023460179567337036e-01,9.359391406178474426e-04
9.834746718406677246e-01,1.312812790274620056e-02,2.121816575527191162e-01,0.000000000000000000e+00
9.941205382347106934e-01,1.514990068972110748e-02,6.630334258079528809e-02,1.056671142578125000e-03
9.962180256843566895e-01,2.459461614489555359e-02,1.180994585156440735e-01,0.000000000000000000e+00
9.454653263092041016e-01,2.078268676996231079e-02,1.402987837791442871e-01,1.445713639259338379e-02
9.990924596786499023e-01,1.246439665555953979e-02,4.185513034462928772e-02,5.038288654759526253e-04
9.809835553169250488e-01,2.132403105497360229e-02,2.909337580204010010e-01,0.000000000000000000e+00
9.873071908950805664e-01,1.131302863359451294e-02,2.019013762474060059e-01,3.463689237833023071e-03
9.923444390296936035e-01,1.821089535951614380e-02,1.660985499620437622e-01,0.000000000000000000e+00
9.958608746528625488e-01,3.856053203344345093e-02,1.048195138573646545e-01,0.000000000000000000e+00
9.956296682357788086e-01,2.350348979234695435e-02,6.040019541978836060e-02,3.605647943913936615e-03
9.908921718597412109e-01,4.218735918402671814e-02,1.973186284303665161e-01,0.000000000000000000e+00
9.880893826484680176e-01,1.939632371068000793e-02,1.850372850894927979e-01,0.000000000000000000e+00
9.915517568588256836e-01,1.486893370747566223e-02,1.495407819747924805e-01,0.000000000000000000e+00
9.776750206947326660e-01,3.917876631021499634e-02,1.840464770793914795e-01,0.000000000000000000e+00
9.970647692680358887e-01,1.699025928974151611e-02,9.860007464885711670e-02,0.000000000000000000e+00
9.920758008956909180e-01,2.065791003406047821e-02,1.386420577764511108e-01,0.000000000000000000e+00
9.869027137756347656e-01,7.428167387843132019e-03,1.743407398462295532e-01,9.527765214443206787e-04
9.645341038703918457e-01,2.488707005977630615e-02,2.416618466377258301e-01,2.796158194541931152e-03
9.613850712776184082e-01,3.970427066087722778e-02,1.808733046054840088e-01,5.567096173763275146e-03
9.924899935722351074e-01,2.032718621194362640e-02,1.094904169440269470e-01,0.000000000000000000e+00
9.884009361267089844e-01,2.366305142641067505e-02,1.186376363039016724e-01,9.803874418139457703e-04
9.467223882675170898e-01,2.309485152363777161e-02,1.997110098600387573e-01,0.000000000000000000e+00
9.879639148712158203e-01,9.225143119692802429e-03,7.100955396890640259e-02,0.000000000000000000e+00
9.882036447525024414e-01,2.437930181622505188e-02,1.512895673513412476e-01,6.835304200649261475e-03
9.911246895790100098e-01,3.195622004568576813e-03,4.896657168865203857e-02,3.084799274802207947e-03
9.892764091491699219e-01,1.524572633206844330e-02,1.468929946422576904e-01,2.236323431134223938e-03
9.913506507873535156e-01,2.534541860222816467e-02,9.733623266220092773e-02,0.000000000000000000e+00
9.941360950469970703e-01,3.553794324398040771e-02,1.373522132635116577e-01,6.320002488791942596e-03
9.665455222129821777e-01,9.222645312547683716e-03,1.685935705900192261e-01,1.029666513204574585e-02
9.883816838264465332e-01,1.312291994690895081e-02,1.321909874677658081e-01,0.000000000000000000e+00
9.848021864891052246e-01,1.304838433861732483e-02,1.758325546979904175e-01,0.000000000000000000e+00
9.860098361968994141e-01,1.545485481619834900e-02,1.692450791597366333e-01,0.000000000000000000e+00
9.879298210144042969e-01,2.374260500073432922e-02,9.686795622110366821e-02,0.000000000000000000e+00
9.942323565483093262e-01,2.177977934479713440e-02,5.136054381728172302e-02,0.000000000000000000e+00
9.961537718772888184e-01,1.611999236047267914e-02,6.040061637759208679e-02,0.000000000000000000e+00
9.890854954719543457e-01,7.849428802728652954e-03,1.867959499359130859e-01,4.362396895885467529e-03
9.881519675254821777e-01,1.161841675639152527e-02,2.060216963291168213e-01,1.174131408333778381e-03
9.915795326232910156e-01,1.074892841279506683e-02,1.610127836465835571e-01,0.000000000000000000e+00
9.820017814636230469e-01,2.069981768727302551e-02,2.130743265151977539e-01,4.978565499186515808e-03
9.863813519477844238e-01,1.352825760841369629e-02,7.066643238067626953e-02,0.000000000000000000e+00
9.934790134429931641e-01,1.900806836783885956e-02,1.427200585603713989e-01,1.368112862110137939e-03
9.868934154510498047e-01,8.386094123125076294e-03,7.056777924299240112e-02,0.000000000000000000e+00
9.861828088760375977e-01,3.499612957239151001e-02,1.631436645984649658e-01,0.000000000000000000e+00
9.872160553932189941e-01,2.017477899789810181e-02,1.918391734361648560e-01,0.000000000000000000e+00
9.912880063056945801e-01,8.705189451575279236e-03,1.111771315336227417e-01,0.000000000000000000e+00
9.856646060943603516e-01,2.889291569590568542e-02,1.351342797279357910e-01,0.000000000000000000e+00
9.853510856628417969e-01,1.987945288419723511e-02,2.004955857992172241e-01,6.103903055191040039e-03
9.918652176856994629e-01,1.606550253927707672e-02,2.017326205968856812e-01,1.985048875212669373e-03
9.927269220352172852e-01,2.283506095409393311e-02,1.260600537061691284e-01,0.000000000000000000e+00
9.921013712882995605e-01,2.353435754776000977e-02,1.628365814685821533e-01,0.000000000000000000e+00
9.907650947570800781e-01,3.241056948900222778e-02,1.070789098739624023e-01,2.286506816744804382e-03
9.901371002197265625e-01,2.013267576694488525e-02,1.598886996507644653e-01,0.000000000000000000e+00
9.771189093589782715e-01,1.726006716489791870e-02,2.931095361709594727e-01,1.496054232120513916e-03
9.831191897392272949e-01,3.521866351366043091e-02,1.706644147634506226e-01,0.000000000000000000e+00
